id,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Month,Location Longitude,Location Latitude
3454,Tesla,5.8,270,281.2,309,191,70.0,4461,1896,1403,2993,2604,578,532,4,1408.2621,67,596289,2021-04-18,18:02:22,Dec,-155.455765,-78.97705
3455,BMW,4.5,241,249.1,298,305,72.7,4769,1869,1489,2998,2782,454,458,5,753.2127333333333,61,277571,2020-08-11,23:30:15,Oct,-146.047131,-26.077662
3456,BMW,4.5,254,444.0,318,236,79.8,4206,1891,1496,2837,2755,485,522,5,1085.174,90,324697,2020-04-21,04:17:00,Oct,-9.845697,47.915265
3457,BMW,5.3,269,484.5,222,174,77.3,4215,1834,1488,2853,3100,603,450,7,1330.6480000000001,100,566761,2021-06-23,04:58:10,Sep,-96.529031,-14.936739
3458,Polestar,6.6,300,330.7,369,337,84.7,4701,1837,1403,2901,2820,519,483,4,1716.6761,87,399592,2020-02-11,08:35:08,Mar,38.081105,58.481133
3459,Volkswagen,7.6,334,407.9,477,293,78.9,4415,1848,1449,2784,2889,505,487,5,2246.7379,87,171602,2021-10-23,23:22:47,Jul,-76.984135,-77.843521
3460,Volkswagen,4.6,229,349.5,398,448,76.9,4738,1860,1478,2710,3189,600,523,7,1968.1486,99,932822,2020-09-08,06:30:01,Feb,-34.705391,59.546316
3461,Volkswagen,5.5,267,330.6,366,386,71.3,4343,1837,1474,2872,3027,505,430,7,1141.5482,74,965795,2022-01-30,01:02:20,Jun,28.984259,-24.477687
3462,Polestar,5.9,281,251.1,385,431,72.6,4303,1855,1454,2808,3010,499,467,7,2242.275,63,199669,2024-04-18,00:05:16,Dec,55.305898,-28.095406
3463,Polestar,5.5,266,281.3,355,401,71.3,4387,1827,1415,2830,3128,592,464,7,1975.4266666666665,72,238767,2022-04-21,10:23:06,Dec,-8.074743,-9.145959
3464,Tesla,6.6,294,247.0,232,311,71.3,4685,1832,1436,2945,3060,497,447,7,1310.9749333333334,50,288036,2021-06-13,02:31:37,Jun,-24.447929,2.502793
3465,Volkswagen,6.5,303,431.4,431,392,82.0,4728,1813,1412,2873,2649,564,498,4,1141.9505,90,733660,2023-08-17,23:42:21,Oct,-143.33567,33.358824
3466,Polestar,6.4,296,381.0,414,376,78.6,4721,1900,1425,2876,3112,458,529,7,1657.7294,96,353095,2023-01-10,10:38:36,May,131.940704,81.346971
3467,Tesla,7.3,310,301.0,302,414,79.7,4352,1898,1409,2710,2975,498,547,5,1225.8324666666667,78,403813,2023-11-09,21:56:37,Jun,34.461439,34.473223
3468,Volkswagen,8.0,342,326.7,486,362,74.3,4474,1871,1463,2874,2631,579,406,4,1089.9956000000002,66,644149,2023-01-14,22:57:29,Nov,81.809539,-80.638203
3469,Volkswagen,3.2,205,305.4,259,269,83.4,4545,1807,1416,2907,3149,549,528,7,841.3143666666667,82,164559,2023-09-05,16:41:03,Jun,-66.338835,77.128958
3470,Volkswagen,8.0,355,361.4,443,248,80.6,4402,1887,1499,2963,2907,556,455,7,1288.4069,78,573714,2020-04-26,16:03:02,Jan,120.853333,-21.945355
3471,Tesla,7.2,312,442.8,316,199,77.0,4235,1807,1470,2790,2835,411,416,4,1513.6541333333332,100,227757,2021-01-16,23:11:20,Apr,-68.573823,38.240513
3472,Volkswagen,7.1,331,333.5,223,197,75.3,4371,1801,1457,2788,2805,519,481,5,1291.1349666666667,93,327078,2023-10-07,03:50:07,Jun,-127.869314,28.157324
3473,BMW,7.5,333,226.3,236,142,73.9,4752,1859,1464,2919,2722,499,392,4,1307.4378666666667,55,136841,2021-06-21,05:13:35,Sep,-72.152927,-53.970637
3474,Volkswagen,5.7,269,224.2,291,203,71.8,4485,1875,1431,2809,3095,506,450,7,1605.9657,62,749936,2021-02-02,21:10:55,Dec,-102.958229,-25.384833
3475,Polestar,5.4,281,236.1,244,149,74.4,4234,1813,1491,2780,2795,540,453,5,909.1253333333333,53,405982,2022-03-02,20:46:15,Jun,117.525384,-72.073553
3476,Tesla,3.1,207,354.8,370,347,83.6,4783,1830,1482,2893,2738,550,451,5,875.2383333333333,98,562424,2023-03-29,17:17:13,Aug,67.060465,-44.502322
3477,Volkswagen,5.9,269,344.2,402,555,70.6,4375,1841,1431,2898,2908,501,430,5,1402.6144,73,818620,2024-11-15,04:24:14,Jun,149.805992,-41.400857
3478,Polestar,3.8,209,261.5,394,495,73.2,4355,1891,1440,2991,2761,540,418,5,1942.2431333333332,63,181574,2022-05-08,09:17:58,Jul,28.927596,19.774945
3479,Tesla,3.2,205,400.6,469,305,76.6,4772,1833,1426,2857,2901,459,443,5,1984.3463666666667,96,192475,2020-04-24,02:16:57,Mar,107.973888,40.244999
3480,Volkswagen,6.1,285,361.9,329,383,76.8,4394,1817,1429,2786,2813,490,397,4,1102.1399333333334,95,563295,2020-09-22,20:18:46,Jan,-125.506523,51.282141
3481,Tesla,3.3,196,308.1,320,187,70.1,4687,1885,1461,2957,2606,539,434,4,1469.8986666666667,62,860750,2021-07-17,05:12:14,Oct,54.613297,-83.29695
3482,BMW,6.5,296,227.2,443,651,71.1,4561,1896,1481,2756,2678,491,537,4,2164.4982666666665,52,389356,2023-03-07,16:16:59,May,-119.634779,-55.832962
3483,BMW,5.0,267,270.7,416,604,73.0,4637,1864,1461,2766,2920,565,505,7,1066.9621333333334,58,512024,2021-01-04,04:40:39,Sep,-150.309474,34.946983
3484,BMW,7.2,334,276.3,350,224,73.9,4477,1818,1488,2930,3194,531,489,7,2039.7066666666667,60,269702,2022-03-06,22:50:25,Jun,138.889713,51.519967
3485,Tesla,6.0,281,453.9,455,249,83.7,4329,1827,1474,2885,2929,467,525,5,1361.9896666666666,91,831056,2022-08-28,19:49:41,Apr,-169.753549,62.559056
3486,Volkswagen,3.9,228,223.1,470,578,74.1,4423,1871,1447,2957,2845,420,391,4,1288.2223333333334,60,859818,2022-10-26,12:47:57,May,111.006613,75.085402
3487,Tesla,5.3,275,361.1,330,428,79.1,4305,1846,1470,2780,2802,392,443,4,1189.4720000000002,77,895768,2022-04-16,05:14:07,Jan,-47.179792,-33.564015
3488,Tesla,7.0,325,194.0,480,329,73.0,4230,1825,1416,2729,3172,504,475,7,2664.32,53,697428,2021-11-19,16:53:51,May,-164.806477,-63.610085
3489,Tesla,4.0,234,319.2,207,157,77.1,4671,1890,1450,2869,3082,477,487,7,938.4871999999999,87,928718,2020-04-13,12:58:20,Jun,148.366414,87.942943
3490,Tesla,5.6,265,392.8,485,294,78.6,4769,1846,1418,2732,2629,460,467,4,2191.4746666666665,97,889333,2022-03-24,02:58:05,Aug,-152.759504,-79.409806
3491,BMW,4.4,250,356.0,480,334,83.6,4700,1894,1412,2757,3101,485,501,7,1892.688,82,832575,2022-04-25,00:33:45,Aug,4.50171,-54.374974
3492,Volkswagen,6.3,289,412.9,373,283,75.3,4493,1880,1440,2843,2950,562,482,5,990.9147666666667,95,158599,2022-05-30,05:28:56,Oct,91.684967,84.718848
3493,BMW,3.7,208,423.7,337,195,76.9,4359,1804,1441,2802,2988,543,554,7,1896.9760333333334,90,808107,2021-02-07,17:37:11,Feb,-9.848191,10.517278
3494,Tesla,4.4,226,351.6,290,388,82.6,4620,1874,1478,2895,2830,416,476,5,1479.5806666666667,87,167568,2023-04-01,01:58:56,Nov,-103.586096,-28.950077
3495,Polestar,3.6,225,182.6,201,233,73.3,4648,1889,1443,2966,2634,440,518,4,1063.8578,52,147063,2022-07-07,05:13:34,Sep,170.566019,-6.779705
3496,Polestar,4.5,248,287.3,377,565,82.0,4475,1831,1497,2861,3059,563,505,7,1889.291,76,207867,2020-11-01,10:33:35,Jun,-23.08321,6.31276
3497,BMW,6.1,280,307.5,442,474,83.3,4751,1834,1445,2836,2765,432,525,4,2300.354533333333,87,413795,2020-08-26,06:08:27,Oct,86.81842,16.799586
3498,Tesla,7.8,354,346.9,257,279,83.9,4282,1870,1406,2901,2852,418,479,5,1027.8190666666667,99,638485,2020-07-07,03:49:33,Jul,153.354633,3.790219
3499,BMW,3.5,213,218.8,263,291,73.4,4217,1825,1427,2893,2894,526,431,5,1080.5803,53,506812,2022-07-15,17:32:01,Jun,-142.69495,-27.801571
3500,Polestar,6.5,295,236.0,325,248,71.3,4392,1833,1484,2753,3099,611,477,7,1051.0466666666666,62,907420,2022-01-27,15:24:55,Mar,19.916104,-89.930311
3501,Tesla,6.2,284,212.1,474,675,74.4,4696,1856,1415,2932,2984,577,548,5,2244.4656,50,634853,2022-11-07,19:08:33,Jan,66.298097,-41.377502
3502,Polestar,8.0,354,286.5,433,453,72.8,4710,1844,1496,2810,2633,402,392,4,1882.2771666666665,61,320672,2023-09-26,13:26:14,Oct,-13.669711,50.476005
3503,Tesla,4.4,224,259.9,471,288,74.9,4617,1867,1406,2849,2987,541,408,5,1420.3251,52,376371,2023-09-03,06:08:04,Sep,100.885952,-81.402626
3504,Volkswagen,6.0,289,412.3,342,380,76.4,4323,1812,1454,2877,2763,479,533,4,1329.0787999999998,94,646714,2021-09-27,23:09:25,Feb,-167.569928,-86.781598
3505,Volkswagen,8.0,340,395.5,347,183,76.0,4401,1831,1419,2759,2708,493,446,5,848.1586,89,542775,2020-04-09,05:49:52,Jun,179.216268,-36.265035
3506,BMW,5.6,265,348.9,322,356,84.2,4780,1800,1473,2877,2968,448,521,5,1793.1206,82,843965,2022-04-03,04:10:31,Aug,176.510092,-79.081266
3507,BMW,7.4,335,299.4,433,414,73.9,4301,1898,1421,2865,2770,473,449,5,1417.6566666666668,71,317026,2022-03-31,00:31:44,Jan,21.8503,15.162877
3508,BMW,7.5,322,257.2,416,375,72.4,4740,1870,1442,2896,2809,577,398,4,922.6197333333333,57,190943,2024-06-15,19:06:44,Dec,-100.288082,89.479038
3509,BMW,4.0,235,250.9,219,130,70.2,4503,1884,1451,2919,2703,447,446,4,1261.201,68,791376,2020-10-14,10:18:49,Apr,-122.701204,32.835451
3510,Tesla,5.7,285,222.3,233,274,70.1,4573,1873,1455,2785,2914,565,472,5,1143.4462666666664,52,199107,2023-12-20,21:54:52,Nov,28.588497,-67.175609
3511,Tesla,4.2,228,361.9,371,412,74.8,4661,1829,1411,2836,2958,559,412,5,1927.5136,73,793183,2020-02-28,15:16:08,Apr,126.527229,65.567435
3512,BMW,7.9,329,294.7,424,291,74.4,4533,1852,1466,2922,3089,610,550,7,1725.5408,66,722509,2022-07-21,22:09:09,Oct,-176.965739,-40.847037
3513,BMW,5.7,291,350.4,305,166,77.8,4628,1869,1428,2772,3183,629,515,7,1225.9193333333333,95,700136,2021-07-15,10:43:42,Jul,-129.922627,87.16132
3514,Tesla,7.1,333,358.7,303,346,70.6,4660,1844,1407,2871,2747,454,418,5,1027.2253,74,481474,2021-04-13,05:08:15,Feb,-27.079763,-89.660188
3515,Tesla,6.6,302,338.9,391,401,75.6,4333,1818,1473,2868,2697,461,468,4,1574.9124,75,507890,2020-03-10,02:09:30,Aug,-109.212214,28.830857
3516,Tesla,4.4,230,276.2,315,293,74.7,4370,1856,1450,2828,2948,494,497,5,1041.8155000000002,67,848437,2024-07-15,23:54:36,Jul,52.177171,-30.492512
3517,Volkswagen,7.8,325,281.6,263,170,70.2,4552,1802,1475,2959,2633,424,425,4,957.6767,67,386728,2024-09-12,04:32:56,Feb,32.3626,-59.760726
3518,Volkswagen,5.3,270,403.4,485,325,80.6,4318,1824,1490,2909,2812,569,415,4,1773.825,82,917172,2023-09-19,16:13:09,Nov,-15.207255,-32.015544
3519,BMW,3.4,218,271.0,456,235,71.8,4318,1866,1474,2966,2700,486,463,5,2465.7952,62,726449,2023-02-08,09:56:37,Feb,162.200112,-25.428006
3520,Polestar,5.1,260,244.9,432,587,74.5,4553,1811,1415,2755,2983,516,551,7,1261.6064,67,728090,2021-06-07,00:35:42,Oct,173.441182,-73.94324
3521,Polestar,5.8,289,406.7,263,186,75.6,4723,1848,1449,2980,2954,599,513,5,778.7264333333334,99,945988,2021-09-04,22:36:21,Jan,175.507753,75.367151
3522,Volkswagen,4.4,234,408.1,397,498,78.5,4787,1860,1419,2909,2983,609,538,7,1170.9033666666667,86,161502,2022-12-05,09:54:52,Oct,-173.023321,-20.125566
3523,Polestar,6.1,286,370.0,373,324,76.7,4635,1873,1437,2966,3046,619,552,7,1342.8638333333333,87,654017,2022-03-17,06:49:15,Sep,73.319348,-7.155403
3524,Polestar,3.2,210,388.1,296,291,80.8,4365,1896,1467,2923,2729,500,430,4,849.2562666666666,86,343106,2023-09-28,18:11:30,Sep,-1.637209,10.064156
3525,Tesla,7.8,335,317.9,417,296,72.5,4761,1867,1472,2882,2742,411,488,4,1484.2487999999998,70,667684,2020-02-16,15:17:06,Jul,135.905839,6.667564
3526,Tesla,7.1,304,245.8,283,262,70.1,4338,1822,1475,2963,2994,521,433,7,1562.1550333333334,61,697273,2024-07-13,13:40:08,May,-17.802974,53.52487
3527,Volkswagen,5.8,277,377.9,313,268,76.9,4572,1823,1454,2727,2675,399,409,4,1139.1043333333332,76,782627,2022-09-09,07:00:58,Apr,173.042325,36.607174
3528,Tesla,6.5,292,345.5,499,437,74.4,4613,1877,1426,2902,2703,447,432,4,1140.0827333333332,71,592445,2021-07-27,00:48:41,Sep,9.60318,58.438251
3529,Volkswagen,6.0,294,274.9,275,310,72.8,4749,1896,1455,2900,3023,609,453,7,1167.7766666666666,60,590465,2022-09-16,13:15:54,Nov,170.800076,81.778213
3530,Tesla,7.6,320,386.5,454,282,77.6,4437,1851,1417,2777,3153,451,473,7,2153.4696000000004,82,247037,2024-04-03,12:35:38,May,-160.088167,-75.636266
3531,BMW,7.2,326,384.3,372,380,80.2,4753,1825,1445,2845,3115,454,519,7,2095.8332,92,579961,2021-09-23,08:51:45,May,-66.224203,-31.765102
3532,Tesla,5.9,272,242.2,499,735,74.2,4782,1876,1487,2798,2782,547,484,5,2333.1420333333335,62,902975,2024-08-22,08:41:16,Jun,144.943863,5.645476
3533,BMW,3.4,217,240.1,359,214,73.7,4524,1838,1400,2968,2925,552,506,5,1578.5393333333334,55,883884,2023-12-20,09:23:59,Aug,157.901241,64.927496
3534,Polestar,7.0,321,317.8,338,330,72.4,4203,1873,1500,2881,3119,488,567,7,1011.297,65,405705,2022-09-06,21:12:21,Jan,-166.262239,26.895435
3535,BMW,6.5,313,348.3,313,340,80.0,4546,1882,1422,2897,2790,561,538,4,1055.2829333333334,78,543649,2021-03-08,08:56:48,Apr,-74.092552,63.732147
3536,Tesla,6.7,302,231.0,449,518,73.5,4416,1839,1404,2932,2812,511,436,4,1866.1192666666666,52,464658,2022-09-25,10:19:03,Apr,-164.935404,82.878999
3537,Polestar,6.8,297,191.4,365,339,72.0,4415,1886,1409,2910,3111,584,509,7,1092.4099999999999,54,113336,2021-02-24,15:52:41,Jun,-119.875578,0.76186
3538,Polestar,5.2,246,370.0,215,252,76.1,4248,1899,1443,2970,2832,569,504,4,894.6435,90,708214,2022-06-09,12:34:42,Nov,-66.208557,-2.74902
3539,BMW,3.6,214,299.4,357,448,76.9,4661,1898,1434,2738,2909,474,474,5,1668.718,84,927827,2021-08-24,23:35:33,Aug,149.57448,4.768822
3540,Polestar,6.0,285,281.9,453,507,73.3,4280,1850,1499,2834,2970,569,555,7,1284.2521000000002,62,512641,2023-12-24,02:17:33,Feb,91.458049,76.850849
3541,BMW,6.3,309,244.1,347,473,70.8,4739,1850,1434,2700,2620,545,421,4,1419.3233000000002,68,483573,2021-03-31,04:50:29,Jul,-93.732148,-15.764011
3542,BMW,3.3,195,269.8,362,453,74.7,4423,1857,1438,2869,2926,607,564,7,1309.7947333333334,55,793103,2023-12-07,14:24:17,Feb,-88.346583,43.275897
3543,Volkswagen,3.4,199,323.7,328,235,74.3,4409,1890,1414,2747,2762,429,516,5,988.3498666666667,69,207934,2021-10-13,10:39:46,May,-16.045724,-54.404194
3544,Volkswagen,4.5,233,250.8,429,483,73.0,4729,1849,1490,2991,2965,404,428,5,1975.0804999999998,58,219703,2021-09-30,03:59:43,Oct,-23.048152,39.054151
3545,Polestar,5.7,277,366.1,223,259,76.7,4632,1827,1491,2894,2604,463,479,4,716.3936666666667,75,884847,2020-10-06,07:32:28,May,-100.929309,45.984553
3546,Polestar,7.6,339,336.6,261,381,80.0,4730,1827,1442,2887,2987,555,482,5,1204.1986,86,168290,2024-11-07,01:11:44,Nov,35.943347,-9.553899
3547,Polestar,3.7,208,395.7,281,234,82.9,4311,1889,1438,2969,2859,501,530,4,1090.0019333333332,93,975228,2022-08-26,02:54:02,Nov,-129.889348,-47.412238
3548,BMW,5.7,275,182.5,434,369,74.8,4473,1884,1441,2983,2901,466,435,7,1526.9501333333333,52,464939,2022-04-21,12:50:14,Nov,107.922614,2.729122
3549,Volkswagen,6.2,296,337.5,401,203,72.2,4310,1847,1410,2806,2849,560,510,4,2167.5599666666667,71,906470,2024-05-28,17:00:23,Dec,-35.988868,59.931601
3550,Polestar,6.8,309,310.6,407,217,70.0,4272,1817,1402,2934,2701,540,433,4,2131.7441,64,855356,2024-10-04,21:56:20,Jan,170.337541,-87.89243
3551,Polestar,3.5,219,182.7,409,374,70.2,4465,1882,1468,2804,2946,565,561,7,2156.5802666666664,50,326102,2022-07-04,02:55:11,Sep,5.013765,-13.267456
3552,Volkswagen,5.8,277,309.1,318,309,72.4,4332,1817,1447,2771,2658,465,510,4,925.4852,62,864368,2021-07-04,22:39:29,Dec,22.182851,43.562081
3553,BMW,3.5,208,311.8,368,466,79.7,4240,1877,1487,2847,2647,500,405,4,1122.8949333333333,77,602072,2023-12-15,17:36:53,Nov,-4.67317,-29.925946
3554,Polestar,7.4,318,374.9,213,249,79.3,4422,1859,1430,2781,3090,580,469,7,941.3306,94,259849,2020-05-12,16:11:43,Apr,7.699584,16.433319
3555,BMW,4.1,221,465.8,416,579,77.5,4382,1886,1488,2707,2893,417,511,4,2170.2314666666666,94,157278,2024-05-09,15:33:47,Jun,-131.177245,-61.410907
3556,BMW,6.3,296,257.5,322,459,73.3,4351,1829,1440,2851,2866,504,486,5,1485.0202666666667,59,749905,2024-07-19,15:40:52,Sep,-10.467856,66.510942
3557,Tesla,6.2,292,415.8,395,218,76.0,4331,1854,1449,2813,3111,467,449,7,2057.9141666666665,89,349120,2020-01-19,00:35:50,Jun,-152.050299,12.148659
3558,Volkswagen,3.6,224,352.2,364,399,73.2,4389,1858,1478,2873,3177,440,466,7,1118.3797333333332,72,539335,2023-12-23,18:48:22,Mar,-101.187603,-54.159025
3559,Volkswagen,3.6,208,243.3,411,521,75.0,4761,1844,1464,2786,2751,408,421,4,1475.1823,54,356454,2021-11-26,05:27:11,May,-159.13697,22.80291
3560,BMW,4.8,243,226.7,493,567,71.4,4421,1875,1456,2747,3054,454,529,7,1276.2977,56,949970,2022-08-19,12:04:33,May,27.673734,-29.810747
3561,Polestar,3.5,201,255.7,394,217,74.9,4360,1860,1446,2920,2675,527,431,4,1466.9332666666664,52,325216,2020-11-03,22:22:26,Jun,144.033507,-83.789592
3562,Tesla,4.6,246,282.3,463,668,70.9,4722,1846,1460,2994,3020,560,524,7,2181.9058,67,764700,2023-06-18,17:20:50,May,65.401472,48.065945
3563,BMW,5.9,278,328.5,335,365,76.8,4262,1809,1461,2921,2759,574,482,5,1174.667,89,196759,2022-01-14,15:20:37,Mar,102.569871,-20.748678
3564,Volkswagen,7.6,345,364.3,381,260,75.2,4689,1829,1481,2881,2948,449,458,5,1391.5903,97,717966,2020-10-26,05:05:27,Nov,-92.215396,32.047206
3565,Polestar,7.4,312,420.0,470,326,81.8,4214,1801,1456,2832,3020,521,461,7,2215.9,98,868911,2024-03-28,02:34:24,Feb,-137.185523,-75.844962
3566,Polestar,6.2,290,284.2,421,348,70.4,4577,1879,1490,2858,2840,545,488,5,1134.3666333333335,64,803952,2020-01-17,13:45:27,Apr,-109.887896,-16.860006
3567,Polestar,7.3,331,298.8,415,553,75.2,4420,1855,1488,2995,2882,591,401,5,2024.4708333333333,81,663917,2021-12-08,18:06:40,Jan,127.333163,-26.242667
3568,Volkswagen,7.8,331,278.1,471,378,75.2,4729,1804,1479,2877,2636,443,478,4,2244.5011000000004,78,250886,2022-05-31,08:42:13,Jul,72.647557,-27.853474
3569,Polestar,3.7,207,366.9,337,176,81.6,4482,1835,1489,2940,2831,538,446,5,1390.1384,96,959933,2022-01-06,20:26:11,Feb,151.912629,80.071114
3570,Volkswagen,7.5,343,310.7,479,358,83.8,4631,1831,1413,2938,2723,500,528,4,1449.4236,79,238306,2020-03-31,18:55:11,Jan,-104.600001,64.760366
3571,Volkswagen,6.3,300,238.7,216,224,70.8,4759,1864,1490,2898,3037,586,450,7,845.8784,66,743287,2023-12-29,09:42:13,Mar,-175.643026,-84.836604
3572,Volkswagen,7.6,319,366.4,396,576,84.2,4609,1804,1422,2820,2662,415,528,4,1057.7492,86,513516,2022-06-08,00:31:25,Jul,-16.802447,-26.835649
3573,Tesla,5.2,261,391.4,259,329,78.0,4475,1819,1412,2901,2983,560,494,5,931.7743333333333,81,168928,2023-03-21,22:54:01,May,97.766353,23.606181
3574,BMW,3.3,205,229.1,220,149,73.2,4334,1849,1440,2890,2941,458,513,7,1087.3006666666665,58,340085,2022-02-08,19:57:08,Nov,100.149047,50.761258
3575,Volkswagen,6.6,290,340.4,308,218,84.7,4775,1890,1433,2856,3109,598,451,7,1581.2710666666665,81,339935,2024-03-15,01:56:57,Nov,-133.621271,86.315569
3576,BMW,5.9,291,373.9,300,436,84.2,4415,1879,1448,2852,2890,407,448,5,1661.21,100,394883,2024-09-21,09:33:00,Aug,-168.649704,18.217317
3577,Volkswagen,5.7,270,244.4,494,394,73.5,4655,1801,1424,2914,2812,421,515,4,2491.8800666666666,68,839454,2022-02-23,06:36:41,Mar,-131.997113,-67.274653
3578,Volkswagen,6.4,297,388.1,374,479,78.6,4741,1842,1450,2823,2777,532,440,4,1370.9566,81,657370,2022-09-06,04:24:19,Jan,19.644934,19.830493
3579,BMW,5.8,293,368.4,302,180,84.8,4583,1823,1427,2863,2756,551,460,4,1595.2903333333331,92,504974,2024-06-29,19:59:31,Feb,-19.129702,-53.673022
3580,Volkswagen,6.9,310,412.0,227,182,75.5,4224,1824,1480,2870,2666,471,452,4,1106.4488333333334,85,938162,2022-08-28,17:25:45,Mar,-73.813829,-6.105873
3581,Volkswagen,7.3,331,355.9,457,258,81.8,4446,1823,1476,2818,2895,394,435,4,2073.958966666667,91,460049,2024-11-07,23:11:39,Mar,21.595002,-37.995701
3582,Tesla,3.0,187,275.7,281,249,72.2,4438,1814,1412,2821,3091,614,511,7,1490.7944333333335,66,325483,2022-10-27,05:34:11,Jul,61.229715,-63.132701
3583,Tesla,3.9,227,204.3,345,283,74.0,4412,1887,1443,2715,2883,421,534,4,973.5015,53,975338,2023-12-19,11:16:42,Nov,27.671819,49.873522
3584,Tesla,4.0,220,207.9,276,408,70.5,4466,1871,1483,2970,2817,503,444,4,1539.9984,50,267187,2021-07-11,00:58:50,Feb,26.958088,-2.948989
3585,BMW,3.6,206,405.3,242,269,83.8,4481,1805,1425,2931,2802,597,528,5,700.362,83,523360,2024-06-19,00:58:30,Aug,-122.661717,48.584053
3586,Volkswagen,4.2,243,292.4,255,131,80.1,4581,1814,1441,2837,2704,515,467,4,712.023,75,368344,2023-11-25,05:30:36,Aug,104.08567,-22.874506
3587,Polestar,3.1,203,206.9,316,377,70.2,4669,1878,1497,2822,2700,420,445,4,1569.5650666666666,52,841856,2024-08-15,00:55:31,Mar,13.272107,36.840232
3588,Tesla,3.1,203,202.5,323,229,73.4,4499,1844,1440,2719,2910,515,455,5,903.4936,57,143170,2021-04-05,11:47:39,Nov,-76.770443,29.972563
3589,BMW,3.2,209,267.2,431,316,70.3,4560,1859,1459,2816,3144,630,524,7,2389.3196000000003,61,740256,2022-10-04,15:23:14,Mar,13.626446,43.008509
3590,Tesla,6.4,285,257.3,360,300,73.2,4453,1831,1475,2708,2863,508,479,4,1612.8439999999998,54,322527,2020-08-14,18:38:40,Jun,-132.193842,84.776638
3591,BMW,3.8,227,416.0,400,254,81.7,4778,1897,1480,2925,3037,443,554,7,1305.7866666666666,89,854879,2023-03-02,02:41:44,Jun,-111.921773,0.864244
3592,Polestar,4.8,252,298.2,203,263,75.4,4419,1875,1434,2726,2748,483,493,5,922.8367333333333,81,718786,2023-09-29,00:00:40,Dec,29.691239,-33.462968
3593,Volkswagen,4.3,241,330.5,469,506,78.0,4351,1880,1479,2744,2843,410,402,4,1897.3579,81,257797,2024-07-15,10:43:57,Dec,118.812935,6.501428
3594,Polestar,5.1,257,378.8,266,394,81.5,4795,1850,1435,2904,2933,478,404,5,1520.3007333333335,100,782126,2022-06-21,04:36:25,May,-17.605789,27.430515
3595,Volkswagen,4.1,227,254.1,460,480,74.9,4291,1843,1489,2749,2961,561,559,7,1401.928,67,620097,2023-03-05,17:02:59,Dec,145.576664,60.276956
3596,BMW,6.2,304,263.6,494,424,75.0,4471,1895,1468,2961,2783,593,418,5,1646.538,60,383694,2023-06-18,19:49:02,Aug,145.355284,39.87096
3597,Tesla,6.9,302,410.7,403,337,75.6,4452,1829,1491,2849,2982,513,494,5,1603.3277333333333,97,277909,2020-06-29,03:04:59,Apr,-94.805298,-73.602252
3598,BMW,7.9,357,214.9,220,286,72.9,4666,1878,1407,2900,3178,480,509,7,1040.1033333333332,58,734996,2022-09-26,12:36:25,Sep,55.195523,-19.262416
3599,Polestar,4.5,230,382.0,448,614,78.2,4406,1810,1412,2971,2869,470,421,5,2108.4832,94,826240,2021-07-03,21:39:35,Jul,30.666081,-52.10683
3600,Volkswagen,5.4,256,489.2,267,329,82.7,4259,1896,1431,2887,2722,469,508,4,667.0631,98,653284,2023-02-01,18:04:52,Aug,1.641458,9.338305
3601,Polestar,7.4,341,410.9,330,369,76.5,4608,1833,1469,2936,3127,600,511,7,1654.963,89,295719,2021-06-03,08:44:22,Dec,127.323861,19.204758
3602,Volkswagen,5.5,274,347.3,222,116,81.0,4225,1870,1429,2730,2804,429,453,4,1108.0762,80,217821,2021-11-19,11:30:30,Mar,178.300799,-82.213823
3603,Polestar,5.0,247,426.8,247,197,81.9,4695,1880,1425,2964,2812,475,413,5,1149.4505,95,445408,2020-03-16,03:21:02,Aug,-96.480303,21.473489
3604,Volkswagen,5.6,265,390.7,298,257,75.8,4401,1842,1419,2989,3050,451,564,7,1454.8151333333333,93,944180,2021-04-27,11:21:19,Mar,167.944817,-16.958906
3605,BMW,4.1,240,292.2,201,185,71.6,4547,1855,1485,2888,2713,423,436,5,1061.6782,67,432883,2023-06-29,05:46:00,Aug,-107.540594,-17.907396
3606,Tesla,6.0,283,366.8,290,192,83.5,4452,1812,1406,2905,3044,543,541,7,1033.443,84,574673,2023-07-28,11:01:04,Oct,4.87454,33.860649
3607,Volkswagen,5.9,285,458.9,473,392,76.8,4215,1867,1418,2739,3151,449,452,7,1983.9312,98,895709,2021-12-13,18:09:15,Mar,-10.60537,21.772681
3608,Volkswagen,5.5,262,293.3,346,356,72.1,4398,1883,1443,2863,3030,540,538,7,1480.7972,71,581095,2022-08-04,11:00:52,May,-40.751009,27.54665
3609,BMW,3.7,225,450.1,475,363,80.2,4552,1835,1421,2826,2922,442,480,7,2606.915,92,338096,2022-12-31,14:00:54,Dec,168.754371,-16.105576
3610,BMW,6.9,297,456.3,393,583,84.7,4713,1888,1494,2867,3031,567,541,7,1585.3038000000001,92,186700,2024-05-25,21:03:52,Dec,172.763069,88.819971
3611,Polestar,5.9,267,382.8,266,226,79.2,4382,1843,1479,2954,2742,417,489,5,966.7370000000001,84,165036,2020-07-19,01:00:04,Apr,-101.769041,44.886525
